created_at,repo,actor,sha,coauthor_ai,selfadmit_phrase,ai_agent,message
2025-06-02T15:00:44Z,leanprover-community/mathlib4,oliver-butterley,d36f2cbe14fce8da1dd9afaaa83b36c65b615d3b,False,True,False,"feat(RepresentationTheory/Coinvariants): coinvariants of a representation (#21733)  Given a commutative ring `k` and a monoid `G`, this PR introduces the coinvariants of a `k`-linear `G`-representatio"
2025-06-02T15:00:44Z,rzr/z-wave-protocol-controller,rzr,5d46944497b91c2e7aa29d592ba19b7212715caf,True,False,False,"zwave_api: Harden zwapi_protocol_rx_dispatch.c by checking snprintf  Checking snprintf results, reminder :      If the output was truncated due to this limit, then the return     value is the number o"
2025-06-02T15:00:47Z,ton-ai-core/ton-api-indexing,github-actions[bot],54214cc304c3356a69b2e15eb025c775b97f8b58,False,True,False,🤖 Automated indexing: 2025-06-02 15:00:40 UTC  📊 Stats: - Total contract files: 330869 - New contracts in this run: 753 - Cursor updated: Yes  Generated by GitHub Actions workflow
2025-06-02T15:00:54Z,PostHog/posthog,daibhin,59fe9d28932cdff193ae281f54edba8d8ee48eed,True,False,False,fix: Filter different types of revenue analytics views (#32371)  Co-authored-by: github-actions <41898282+github-actions[bot]@users.noreply.github.com>
2025-06-02T15:00:54Z,PostHog/posthog,daibhin,0cd062817416ae3a79a930eb601e9203af411920,True,False,False,feat(web-analytics): creating insight calendar heatmap (#32060)  Co-authored-by: Javier Bahamondes <javierbahamondes@Javiers-MacBook-Pro.local> Co-authored-by: github-actions <41898282+github-actions[
2025-06-02T15:00:55Z,jcast-podcast/jcast.dev,denmette,60141b9cc7c0791acd9197f8e5b19ce1471f9a5c,True,False,False,chore(deps): update peaceiris/actions-hugo action to v3 (#13)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:00:55Z,mastra-ai/mastra,NikAiyer,24d03849ce09091cd66f8bdf77a797a88ebfb32b,True,False,False,"chore: version packages (alpha) (#4574)  This PR was opened by the [Changesets release](https://github.com/changesets/action) GitHub action. When you're ready to do a release, you can merge this and p"
2025-06-02T15:01:00Z,anchore/grype,spiffcs,f477647ca15a5ee6b845d012680de48ef4150442,True,False,False,chore(deps): bump github.com/docker/docker (#2694)  Bumps [github.com/docker/docker](https://github.com/docker/docker) from 28.1.1+incompatible to 28.2.1+incompatible. - [Release notes](https://github
2025-06-02T15:01:01Z,merge-demo/mergequeue,trunk-io[bot],76d92b2e87de7216b93b7469fcc4706fb7e44a77,False,True,False,"factuality, balanites (#8801)  This pull request was generated by the 'mq' tool  [test] flake rate: 0.1 logical conflict every: 1000 sleep for: 1200s close stale after: 24 hours   [pullrequest] reques"
2025-06-02T15:01:04Z,ericbuess/limitless-ai-mcp-server,ericbuess,1dbc9ad700981c1b630922b36201cfa3149fae12,True,True,False,Add comprehensive documentation and examples  - Update README with all MCP features documentation - Add 6 example files demonstrating each MCP feature - Update CLAUDE.md with new file structure and tr
2025-06-02T15:01:07Z,dLsF7ed2/claude-code-base-action,dLsF7ed2,d9bc7101ad339d05f0598b04b001d26f07fcf031,True,True,False,Update GitHub Action reference to use dLsF7ed2/claude-code-action@main  - Updated claude-pr.yml workflow - Changed from anthropics/claude-pr-action@main to dLsF7ed2/claude-code-action@main  🤖 Generate
2025-06-02T15:01:07Z,bufbuild/protovalidate-java,smaye81,8a1425d742113509f79d89e73317fe0aaaf721c9,True,False,False,Bump org.junit:junit-bom from 5.12.2 to 5.13.0 (#296)  Bumps [org.junit:junit-bom](https://github.com/junit-team/junit5) from 5.12.2 to 5.13.0. <details> <summary>Release notes</summary> <p><em>Source
2025-06-02T15:01:21Z,jcast-podcast/jcast.dev,denmette,415d2ab29a48c8922c847ad812575b94aa841253,True,False,False,chore(deps): update aws-actions/configure-aws-credentials action to v4 (#12)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:01:25Z,huggingface/huggingface.js,Vaibhavs10,40f9a1e8a1f38dbf816c6d435963f294dd0e8769,True,False,False,[hub] Export HUB_URL constant for consumers (#1489)  This PR exports the `HUB_URL` constant from the hub package so that consumers can directly access it in their applications.  ## Changes  - Added `e
2025-06-02T15:01:25Z,huggingface/huggingface.js,Vaibhavs10,e8c0ecb7b012a6ebdd204f8b3d7626cf18a12b59,False,True,False,[ollama-utils] 🤖 Auto-update chat templates (2025-05-26) (#1494)  This PR is auto-generated by  [generate-automap.ts](https://github.com/huggingface/huggingface.js/blob/main/packages/ollama-utils/scri
2025-06-02T15:01:25Z,huggingface/huggingface.js,Vaibhavs10,335ef4d20278ee116fd5acbd37e4b6c406ef23c2,True,False,False,"[Inference] Improve error handling (#1504)  Introduces new error types to allow narrower error handling downstream Those errors hold more context, including the underlying http request / response when"
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,15a50bf3e211b9f7275a403fe9cd784978e829f9,True,False,False,build(deps-dev): bump typedoc from 0.28.4 to 0.28.5 (#1745)  Bumps [typedoc](https://github.com/TypeStrong/TypeDoc) from 0.28.4 to 0.28.5. - [Release notes](https://github.com/TypeStrong/TypeDoc/relea
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,eb103a691b123eb5699bee9f7b0d072b5a8e7669,True,False,False,chore: version packages (#1747)  Version Packages  Co-authored-by: github-actions[bot] <41898282+github-actions[bot]@users.noreply.github.com>
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,be617fa05351c2d48aed0c945a0e636e605f6003,True,False,False,build(deps-dev): bump @typescript-eslint/parser from 8.32.1 to 8.33.0 (#1748)  Bumps [@typescript-eslint/parser](https://github.com/typescript-eslint/typescript-eslint/tree/HEAD/packages/parser) from 
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,4c7d28ede3eb05b647d0f39fd92800ee111645df,True,False,False,build(deps-dev): bump @types/node from 22.15.21 to 22.15.23 (#1750)  Bumps [@types/node](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/node) from 22.15.21 to 22.15.23. - [Release 
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,232f62124dcd4f4facb1d54cd50ab8cb45d1c7b7,True,False,False,build(deps-dev): bump typescript-eslint from 8.32.1 to 8.33.0 (#1749)  Bumps [typescript-eslint](https://github.com/typescript-eslint/typescript-eslint/tree/HEAD/packages/typescript-eslint) from 8.32.
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,e322195fadd93733b56dbd9c392f6278942355ef,True,False,False,chore: version packages (#1752)  * Version Packages  * chore: update users to thanks  ---------  Co-authored-by: github-actions[bot] <41898282+github-actions[bot]@users.noreply.github.com> Co-authored
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,95170e22b7f0510da58c79bc8ef69d82d62c320e,True,False,False,build(deps-dev): bump @types/node from 22.15.23 to 22.15.24 (#1757)  Bumps [@types/node](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/node) from 22.15.23 to 22.15.24. - [Release 
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,a0d87ad13c59e9959a5c3f4a8cb5b7a7c0c4487c,True,False,False,build(deps-dev): bump @types/node from 22.15.24 to 22.15.27 (#1762)  Bumps [@types/node](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/node) from 22.15.24 to 22.15.27. - [Release 
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,146479acaf9f23907b4fb07285ab7640b8a0ea8f,True,False,False,build(deps-dev): bump eslint from 9.27.0 to 9.28.0 (#1768)  Bumps [eslint](https://github.com/eslint/eslint) from 9.27.0 to 9.28.0. - [Release notes](https://github.com/eslint/eslint/releases) - [Chan
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,47f8b18558dcf886838e8191c7d3403cb5c2191a,True,False,False,chore: version packages     (#1767)  Version Packages  Co-authored-by: github-actions[bot] <41898282+github-actions[bot]@users.noreply.github.com> Co-authored-by: Diego Queiroz <diegiwg@gmail.com>
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,dbcd9e3f391fc2cf4b6d74074ee3d241aa71931e,True,False,False,build(deps-dev): bump eslint-import-resolver-typescript from 4.4.1 to 4.4.2 (#1774)  build(deps-dev): bump eslint-import-resolver-typescript  Bumps [eslint-import-resolver-typescript](https://github.c
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,80a9243e12b5a67a25e16652ae4c46923b7a5514,True,False,False,build(deps-dev): bump @types/node from 22.15.27 to 22.15.29 (#1773)  Bumps [@types/node](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/node) from 22.15.27 to 22.15.29. - [Release 
2025-06-02T15:01:28Z,Isaque16/devopness,Isaque16,67f042457f5a8d3fb4f8babfae86aee9733637d0,True,False,False,build(deps): bump @mui/material from 6.4.11 to 6.4.12 (#1772)  Bumps [@mui/material](https://github.com/mui/material-ui/tree/HEAD/packages/mui-material) from 6.4.11 to 6.4.12. - [Release notes](https:
2025-06-02T15:01:28Z,countr/website,renovate[bot],e82cc6a1ee93c4c5a16cc7e81aeeb2de28a1a599,True,False,False,chore(deps): update dependency discord-api-types to v0.38.10 (#1160)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:01:30Z,tja4472/ng-jest-cypress-template,renovate[bot],5b61982905e785056e2b7e9396b53a7dc2542e5b,True,False,False,Update angular-eslint monorepo to v19.7.0 (#1266)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:01:37Z,claude-did-this/claude-hub,MCPClaude,a8cd5425dfdd1ce61883a0da969d5ae1b368a522,True,True,False,fix: Update Jest test patterns to correctly match test files  The previous glob pattern '__tests__/\!(utils/dockerUtils.test).ts' was not finding any tests because it was looking for .ts files directl
2025-06-02T15:01:40Z,yoavain/fix-lockfile-integrity,renovate[bot],cf226c6a41a14c599e78868cab9a4eda05522243,True,False,False,Update dependency eslint-plugin-n to v17.19.0 (#687)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:01:40Z,NASA-PDS/validate,al-niessner,81eb3d36cc04021ecf62f5c3f6f5dd092127d7ec,True,False,False,Update hashicorp/aws requirement from ~> 5.98.0 to ~> 5.99.1 (#1263)  Updates the requirements on [hashicorp/aws](https://github.com/hashicorp/terraform-provider-aws) to permit the latest version. - [
2025-06-02T15:01:40Z,jcast-podcast/jcast.dev,denmette,9df0b2e3e5595db1bc4c7c692980758041d7e0cd,True,False,False,chore(deps): update actions/checkout action to v4 (#11)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:01:41Z,cosmos/cosmos-sdk,github-merge-queue[bot],f02609894c9f10bee7c8753765e3ed0be719e392,True,False,False,build(deps): Bump cosmossdk.io/depinject from 1.2.0 to 1.2.1 in /tests (#24824)  Signed-off-by: dependabot[bot] <support@github.com> Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.nor
2025-06-02T15:01:42Z,Programmiermethoden-CampusMinden/workflows,dependabot[bot],bef85a590e6ccaf600cdfebda3e18cabbe133363,True,False,False,Bump org.junit.jupiter:junit-jupiter from 5.12.2 to 5.13.0 (#9)  Bumps [org.junit.jupiter:junit-jupiter](https://github.com/junit-team/junit5) from 5.12.2 to 5.13.0. <details> <summary>Release notes</
2025-06-02T15:01:44Z,mealie-recipes/mealie,michael-genson,404a4cfa9d71fd79cebe80b7c7dccf6ce30ccc47,True,False,False,fix(deps): update dependency uvicorn to v0.34.3 (#5495)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:01:54Z,coredns/coredns,yongtang,3655ac9c985f116811fb6a7833399f33599780c4,True,False,False,build(deps): bump github.com/go-logr/logr from 1.4.2 to 1.4.3 (#7344)  Bumps [github.com/go-logr/logr](https://github.com/go-logr/logr) from 1.4.2 to 1.4.3. - [Release notes](https://github.com/go-log
2025-06-02T15:01:58Z,krullmizter/dog-breed-id-app,github-actions[bot],240935c11d82c346a2bc97f2c4c5fb7b63891d99,True,False,False,Bump @ionic/vue-router from 8.5.7 to 8.5.8 (#142)  Bumps [@ionic/vue-router](https://github.com/ionic-team/ionic-framework) from 8.5.7 to 8.5.8. - [Release notes](https://github.com/ionic-team/ionic-f
2025-06-02T15:02:01Z,re-taro/actions,renovate[bot],a053a60291fe6576ac9ec21bc7882f62eeaabe92,True,False,False,fix(deps): update dependency zod to v3.25.48 (#790)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:02:02Z,qoomon/actions--access-token,github-actions[bot],55c318c06c4bf511aaa51d0b67de985d416dc2c3,True,False,False,build(deps): bump hono from 4.7.10 to 4.7.11 in /server (#491)  Bumps [hono](https://github.com/honojs/hono) from 4.7.10 to 4.7.11. - [Release notes](https://github.com/honojs/hono/releases) - [Commit
2025-06-02T15:02:02Z,PaulLukasHuber/rdr2rp-business-file-form,PaulLukasHuber,e695f57c9b367dbda0ffac6503dc43a4e6fbb5fc,True,False,False,Potential fix for code scanning alert no. 3: Overly permissive file permissions  Co-authored-by: Copilot Autofix powered by AI <62310815+github-advanced-security[bot]@users.noreply.github.com>
2025-06-02T15:02:05Z,yuya373/claude-code-emacs,yuya373,d3f79f7610395a32031af8949f5974c42395843b,True,True,False,Add global command execution from ~/.claude/commands  - Add functions to list and execute commands from ~/.claude/commands - Add `claude-code-emacs-execute-global-command` to send /user:filename forma
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,76a01e272d27273d3c0301cba520eba779a2235c,True,True,False,chore(deps): update all non-major packages >= 1.0 (#2546)  This PR contains the following updates:  | Package | Change | Age | Adoption | Passing | Confidence | Type | Update | |---|---|---|---|---|--
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,5563a70d62d177d458c53bd2e7816fab6d042bd1,True,True,False,chore(deps): update dependency npm to v11 (#2547)  This PR contains the following updates:  | Package | Change | Age | Adoption | Passing | Confidence | |---|---|---|---|---|---| | [npm](https://docs.
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,a38a87889ec0c19dd1aae8dd182660adc236353e,True,True,False,chore(deps): update slackapi/slack-github-action action to v2.1.0 (#2584)  This PR contains the following updates:  | Package | Type | Update | Change | |---|---|---|---| | [slackapi/slack-github-acti
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,0dc38755e1571d2b7fe196450f78f604495d552a,True,True,False,chore(deps): update rust crate rand_regex to v0.18.1 (#2606)  This PR contains the following updates:  | Package | Type | Update | Change | |---|---|---|---| | [rand_regex](https://redirect.github.com
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,f67f19c6ecc37079776d15f5dc310274a486c111,True,True,False,chore(deps): update node docker tag to v20.19.2 (#2605)  This PR contains the following updates:  | Package | Type | Update | Change | |---|---|---|---| | [node](https://redirect.github.com/nodejs/nod
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,141339ec9d9a10805f0c4f9aa38297b28eabf6c7,True,True,False,chore(deps): update dependency apollographql/router to v1.61.7 (#2614)  This PR contains the following updates:  | Package | Update | Change | |---|---|---| | [apollographql/router](https://redirect.g
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,6f6caabebc6f47caba1d47cfa1708703f1f49450,True,True,False,chore(deps): update quay.io/pypa/manylinux2014_x86_64 docker tag to v2025 (#2548)  This PR contains the following updates:  | Package | Type | Update | Change | |---|---|---|---| | quay.io/pypa/manyli
2025-06-02T15:02:07Z,apollographql/rover,pubmodmatt,b02f96476c6b3c0e847175a14041aa4b7939280f,True,True,False,chore(deps): update dependency eslint to v9.28.0 (#2616)  This PR contains the following updates:  | Package | Change | Age | Adoption | Passing | Confidence | |---|---|---|---|---|---| | [eslint](htt
2025-06-02T15:02:09Z,yoavain/fix-lockfile-integrity,renovate[bot],cf226c6a41a14c599e78868cab9a4eda05522243,True,False,False,Update dependency eslint-plugin-n to v17.19.0 (#687)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:02:12Z,Syndlex/opentelemetry-helm-charts,Syndlex,6382e9b0273d0f2ac22f2a787728fecfb1fbf35a,True,False,False,Bump fossas/fossa-action from 1.5.0 to 1.6.0 (#1591)  Bumps [fossas/fossa-action](https://github.com/fossas/fossa-action) from 1.5.0 to 1.6.0. - [Release notes](https://github.com/fossas/fossa-action/
2025-06-02T15:02:16Z,tejhan/vscode-aks-tools,tejhan,5e525514142026194407a2b177487671b84ca1f6,True,False,False,Publish release 1.6.9 (#1445)  Signed-off-by: Tatsat Mishra <tamishra@microsoft.com> Signed-off-by: Tatsinnit <tatsatmishra@gmail.com> Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.c
2025-06-02T15:02:16Z,tejhan/vscode-aks-tools,tejhan,0d388dab404c572077d13eebb6ebb76b11368eb6,True,False,False,Add retro release for enabling. (#1447)  Signed-off-by: Tatsat Mishra <tamishra@microsoft.com> Signed-off-by: Tatsinnit <tatsatmishra@gmail.com> Co-authored-by: Copilot <175728472+Copilot@users.norepl
2025-06-02T15:02:20Z,ansys/pytwin,pyansys-ci-bot,c4ad41545161e468e167c3e857b8068bb9540126,True,False,False,build: bump ansys-fluent-core from 0.30.5 to 0.32.1 (#295)  Signed-off-by: dependabot[bot] <support@github.com> Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>
2025-06-02T15:02:24Z,automerge/automerge,alexjg,9eb2eac667ab4374cc91971e7d89e7eca685a708,False,True,False,automerge-wasm: use autogenerated typescript bindings  To date we have been manually writing typescript bindings for the wasm-bindgen generated code. This was because some parts of the interface we pr
2025-06-02T15:02:25Z,re-taro/actions,renovate[bot],a053a60291fe6576ac9ec21bc7882f62eeaabe92,True,False,False,fix(deps): update dependency zod to v3.25.48 (#790)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:02:28Z,andreafspeziale/nestjs-search,renovate[bot],7fd2968c8786f482dc73f0984d1605ac1e42dad8,True,False,False,chore: update dependency zod to v3.25.48 (#247)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:02:28Z,pf-rank/runtime,pull[bot],ac7097cb4761d9c71e212bf07e4d916d1571c96b,True,False,False,"Update dependencies from https://dev.azure.com/dnceng/internal/_git/dotnet-optimization build 20250506.1 (#115464)  optimization.linux-arm64.MIBC.Runtime , optimization.linux-x64.MIBC.Runtime , optimi"
2025-06-02T15:02:45Z,madeofstown/firmware,madeofstown,30e83d36b7474159524952bdef83f5e7a345a582,True,False,False,Update meshtastic/device-ui digest to 2fba9de (#6882)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:02:45Z,madeofstown/firmware,madeofstown,5fbdf4b6dc5f2b01f380cddd74ba17e156ba7bd3,True,False,False,chore(deps): update meshtastic/device-ui digest to e63b219 (#6883)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
2025-06-02T15:02:50Z,knocklabs/javascript,dependabot[bot],13971a91b3c426bd4691c31e1fd6acc1ff40122b,True,False,False,chore(deps-dev): bump @tailwindcss/postcss from 4.1.7 to 4.1.8 (#567)  Signed-off-by: dependabot[bot] <support@github.com> Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.githu
2025-06-02T15:02:55Z,hun7er/togoquexpr,hun7er,6f2fc4bbb0829088f12c35f3e1ebd7c7cb7b1297,True,True,False,"Initial commit: Add togoquexpr library for SQL to goqu conversion  This library converts SQL WHERE clauses to goqu expressions with support for ClickHouse JSON fields, including array notation and com"
2025-06-02T15:02:57Z,jacoblapworth/figma-rest,github-actions[bot],8acc82e5eca205de8f1925ef3e6b718671e9432a,True,False,False,chore(deps): bump vitest from 3.1.4 to 3.2.0 (#498)  Bumps [vitest](https://github.com/vitest-dev/vitest/tree/HEAD/packages/vitest) from 3.1.4 to 3.2.0. - [Release notes](https://github.com/vitest-dev
2025-06-02T15:02:59Z,rzr/z-wave-protocol-controller,rzr,6b688562d9bcc6266b3e3a74c2f1fe5a1a7447af,True,False,False,"ci: github: Harden the test workflow by downloading into temp dir  This issue was reported by CodeQL, IMHOI the alert was over reacting because contents was already extracted in a separate directory ("
2025-06-02T15:02:59Z,rzr/z-wave-protocol-controller,rzr,ad166c5efcce04ddcda08053444d2b5573aba14f,True,False,False,"z_tx: Harden zwave_tx_queue.cpp by checking snprintf  Checking snprintf results, reminder :      If the output was truncated due to this limit, then the return     value is the number of characters (e"
2025-06-02T15:02:59Z,rzr/z-wave-protocol-controller,rzr,c94518eb2db80c359097ae8a17ec8af82fce5427,True,False,False,"z_rx: Harden zwave_rx_print_protocol_version in zwave_rx.c  Checking snprintf results, reminder :      If the output was truncated due to this limit, then the return     value is the number of charact"
2025-06-02T15:02:59Z,rzr/z-wave-protocol-controller,rzr,e134e440dc36ff02a208d7b61ddcbda09f7d9c68,True,False,False,"z_api_demo: Harden zwave_api_demo_callbacks.c by checking snprintf  Checking snprintf results, reminder :         If the output was truncated due to this limit, then the return        value is the num"
2025-06-02T15:03:10Z,mirror-kt/wikimedia-jp-queue-bot,renovate[bot],25cdbd9a65cf41941b7d04603cbc5c44a3a41967,True,False,False,⬆️ Update Rust crate reqwest to v0.12.19 (#305)  Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>
